N,P,K,temperature,humidity,ph,rainfall,label
100.59,75.23,52.8,25.48842967,81.38311924,5.60086471,123.82848573,banana
104.88,86.64,50.09,24.3439864,74.99227144,6.02210417,98.43467717,banana
103.27,92.38,52.08,25.07994991,81.90284639,5.81703697,110.00972336,banana
105.98,76.81,57.3,26.31777535,80.08832147,6.38150528,106.80594509,banana
91.68,78.51,51.16,26.11298358,78.47545512,6.28414805,101.09607823,banana
117.38,80.39,44.9,26.50932188,82.79348475,5.82637367,120.76800959,banana
100.07,85.95,46.37,27.06490233,79.98274538,6.31458348,97.01745446,banana
84.38,70.97,46.61,28.27270887,77.31624115,5.70614757,99.43270984,banana
99.8,81.13,43.58,26.37244844,82.85805167,6.11782013,109.74311597,banana
92.41,79.19,43.75,28.13857786,82.53278881,5.93056904,98.31449558,banana
91.66,80.81,58.34,25.56311456,80.65983405,6.2727359,102.53973442,banana
86.9,85.38,57.63,27.30557943,79.88365667,5.98471692,72.05943156,banana
103.16,77.18,45.43,29.46670898,77.13990943,6.02917527,85.41275328,banana
103.36,67.92,51.11,27.23472643,82.2080259,5.6105292,97.43040532,banana
91.76,89.2,41.35,26.21617105,81.45879856,6.05222343,80.96661871,banana
111.13,82.59,54.99,26.15425125,80.10673859,6.05901236,97.42404573,banana
122.12,79.28,51.69,25.71391473,78.33250656,5.95596878,93.26395844,banana
90.51,82.37,47.92,31.25401741,79.45117219,5.80198525,113.24786306,banana
117.5,65.96,56.13,24.88210067,78.52691881,5.58254827,96.95829025,banana
86.13,75.92,48.31,26.7073583,80.7620136,6.0793752,102.82238221,banana
112.97,83.68,56.03,27.26273259,78.08196527,5.59264118,62.10536919,banana
95.67,70.44,49.88,29.56276033,73.22185072,6.20189275,81.27697225,banana
81.46,104.39,53.78,21.05346058,84.02419853,5.93184984,126.39147901,banana
90.74,83.97,50.59,22.85700152,80.38552183,6.2390156,89.64859407,banana
105.25,88.58,50.11,29.26831152,81.92119997,6.48440349,107.8941419,banana
110.4,80.56,53.39,27.68394634,81.32488924,6.22237017,99.24573582,banana
96.79,63.97,51.14,24.65491557,77.68837752,5.88491379,113.82805145,banana
105.75,86.63,49.1,27.56316902,77.32578761,6.46147724,128.3227597,banana
93.99,69.58,44.2,25.14400862,77.20378497,6.09119114,106.71723173,banana
108.48,83.8,51.06,26.40045856,84.68097719,6.48325678,92.13044662,banana
103.02,79.41,48.69,25.87462114,76.55068869,5.9181084,118.1211957,banana
113.76,91.46,50.72,29.69067211,79.76460961,5.96305018,84.08383584,banana
111.87,92.13,45.24,24.48542248,85.97528877,6.06780638,87.84820928,banana
96.92,87.77,55.37,28.6175032,84.82567426,6.2180499,110.79069294,banana
112.24,77.0,47.08,24.17557271,82.29432598,5.78948363,107.81761843,banana
101.03,78.62,47.98,28.98133056,84.86705431,5.87419183,92.29405241,banana
119.29,82.9,47.21,26.33949807,82.56455855,5.97404326,105.40257743,banana
87.11,74.22,55.57,27.8383721,83.0267616,5.48948404,95.27117449,banana
103.1,88.71,60.41,27.40180484,77.32448192,5.77191761,83.90090836,banana
113.45,80.47,46.79,29.29432824,84.03996335,5.90452433,96.2131787,banana
102.91,65.08,52.5,28.35851671,80.55323779,6.21306805,104.24751656,banana
101.73,95.88,50.56,30.24981308,82.57387399,5.92097346,103.36665337,banana
93.23,94.17,63.88,26.49044763,80.89131113,6.1457886,105.39136807,banana
98.34,88.36,42.69,25.25337593,80.70865328,6.02006053,106.98773662,banana
105.86,93.97,44.75,25.63967631,83.22345522,6.02714394,106.81689039,banana
112.11,63.66,57.46,27.39571552,76.17608051,6.36399179,130.97140004,banana
115.06,79.49,53.49,28.07399737,75.89251434,6.76879896,89.10419724,banana
120.66,81.7,51.33,26.4911385,84.19519709,6.53687592,106.72410086,banana
93.73,75.02,53.35,22.54704329,75.17595548,6.00315915,108.61067828,banana
95.17,77.69,41.39,26.21955122,79.53456613,6.08766446,112.61171305,banana
80.52,97.65,39.44,28.03270667,78.64868518,6.29507617,112.28174441,banana
98.11,78.87,41.67,26.81950891,77.80766277,5.71710302,87.24196193,banana
100.1,77.78,54.35,25.91639804,75.52854089,5.7629815,104.38793238,banana
81.68,95.14,48.82,26.72497461,80.3845945,6.19840134,113.82875803,banana
92.39,74.78,59.84,22.78020345,76.95462983,5.7332252,117.4892102,banana
102.78,85.13,45.63,27.63604627,77.09968299,5.83101856,92.5534356,banana
92.73,71.96,51.04,27.58649241,77.53235216,5.86049906,110.35715238,banana
101.46,96.32,48.69,27.64216284,81.9771473,5.69943377,87.68371641,banana
86.22,86.08,48.99,27.50359073,80.36330775,6.06098428,113.44639575,banana
95.94,89.46,53.04,24.21993243,79.28163015,6.46365114,157.83274703,banana
99.55,82.25,41.8,27.22316048,79.79453063,5.82942607,130.54675329,banana
102.1,72.05,44.54,28.4702524,78.09965363,5.71920325,78.69538977,banana
98.66,87.95,54.06,27.48051502,84.93677647,5.64332528,106.88914709,banana
103.77,65.59,49.04,24.80818465,80.67682244,5.74897311,113.79153658,banana
115.86,79.8,46.75,24.56802651,81.18600534,5.72206015,117.9494525,banana
116.58,99.3,59.1,27.2217227,81.38130895,5.76406746,84.05859731,banana
107.4,67.74,54.95,25.27252982,79.37611544,6.52068898,107.82880729,banana
105.1,79.29,54.28,26.47492448,77.20551901,5.70301946,80.52781724,banana
87.41,88.71,49.58,25.0880392,82.3533224,6.05435854,110.66071648,banana
90.07,77.36,51.75,26.45651886,83.01780093,6.2320057,126.46281931,banana
103.06,75.59,50.23,31.65372235,83.25758774,5.95391377,114.68101568,banana
97.95,78.79,55.66,27.85408018,82.80445061,6.52428523,96.57181894,banana
103.11,91.52,53.97,26.25209963,80.15426467,6.57738261,95.6317727,banana
104.65,86.94,42.84,28.29979271,75.96935877,6.06441028,122.5207323,banana
95.04,66.81,49.88,26.96108642,80.36204084,6.06810147,108.26074927,banana
85.36,92.74,39.16,26.28958956,82.41755374,5.77079257,82.2270911,banana
92.47,77.13,60.03,24.01140037,81.26258679,5.93984058,91.75995457,banana
86.18,70.12,51.72,28.34953983,83.94497536,5.71324675,72.16985023,banana
105.76,87.27,55.92,23.21267895,84.49003543,6.03924918,134.26747152,banana
97.91,95.91,47.1,31.30122863,78.45976085,5.54506478,107.57424984,banana
111.42,94.67,49.7,27.7977567,79.9647752,6.40389207,119.71022787,banana
17.48,32.86,29.9,34.56264966,48.10529964,5.84590661,86.46682129,mango
12.18,21.93,35.62,32.85999156,46.04336074,6.04622714,95.49910764,mango
23.86,25.79,29.95,27.54524215,55.73417833,6.06211221,96.77723827,mango
32.23,33.89,37.15,31.99832951,47.43417183,6.02866343,95.78204879,mango
18.31,33.95,28.44,31.76356576,50.64137645,5.05064608,103.0488402,mango
23.87,28.28,31.29,30.04994581,46.89022473,5.48748968,68.03649244,mango
22.7,21.37,27.77,24.74535259,46.68139459,6.07237398,96.37272384,mango
20.16,29.2,21.55,33.62096146,47.90476949,5.81574798,101.55001732,mango
6.73,35.12,28.3,32.67347551,48.27912609,5.49181053,114.78598123,mango
13.98,29.47,27.35,32.54850831,54.49494757,6.14704447,103.36081349,mango
17.0,26.77,31.66,34.61236905,52.35265319,5.70500568,98.17815483,mango
24.57,30.34,34.5,29.7957019,54.54086863,5.62137218,96.41993479,mango
22.88,21.35,28.73,31.82143797,50.83133394,6.21535937,60.15417731,mango
11.69,32.97,33.7,36.83807572,49.42043508,6.39872248,128.39373829,mango
8.57,19.71,27.51,26.73870939,57.57609809,5.66712271,84.49622389,mango
26.18,31.26,27.09,33.05001142,45.39263122,5.45102762,112.6757219,mango
15.78,25.5,27.69,29.31353778,37.2728198,5.02042332,97.26469966,mango
26.88,31.43,27.4,30.61700475,41.6108509,5.67168914,91.39586768,mango
17.04,30.97,31.96,32.65365892,61.01422847,6.06740695,65.43610131,mango
13.02,27.7,25.55,30.24238902,57.07043114,5.83996346,76.84324342,mango
27.15,26.98,29.74,31.63788897,52.56607814,5.43211404,95.90914548,mango
26.22,34.16,25.91,31.04776993,57.62411842,5.66966479,74.84544563,mango
16.76,30.99,29.49,31.11702262,51.30266545,5.66104725,102.52558372,mango
26.63,30.13,32.62,34.37062058,53.65283267,6.36601474,64.66622102,mango
20.17,30.01,29.32,28.44015161,49.33646503,5.43112836,100.06169429,mango
23.39,26.8,35.32,29.42646519,47.00244426,5.83988731,88.99186894,mango
24.96,27.14,32.67,33.81481976,41.85663936,5.77291,96.79960403,mango
10.77,28.27,29.04,26.67384918,56.65087707,5.86275409,61.21039265,mango
17.62,26.38,29.44,28.71096155,44.64543243,5.9244624,80.50975122,mango
24.82,30.44,31.18,29.29290299,50.55649421,5.82976024,97.23957575,mango
11.96,27.96,18.62,31.36713987,62.34906533,5.31362198,82.84361502,mango
24.15,23.79,24.84,30.29061522,50.76301103,6.23427898,88.00756429,mango
16.99,26.68,26.46,31.89745887,56.83918052,5.38435045,77.65952493,mango
19.65,25.09,22.85,27.00229261,40.71868853,5.76649111,83.86980115,mango
28.94,29.97,24.89,27.69638721,47.66682193,5.11893353,93.82356414,mango
25.5,26.39,26.52,25.08257868,42.62904814,5.84284673,93.01654384,mango
20.94,20.87,34.36,29.49317376,40.78449435,5.24588783,85.36156329,mango
19.62,19.67,34.38,30.95408838,54.24107113,6.5178706,90.56596375,mango
16.82,30.88,21.31,34.23452795,49.6980835,5.58639944,77.96815325,mango
13.46,26.45,32.3,30.94479346,38.46888625,5.45606727,102.69939614,mango
29.18,27.25,31.9,31.01132257,47.98103374,5.22431087,81.23679336,mango
13.29,30.32,34.25,30.43251943,46.81580874,6.30471662,128.24706434,mango
11.26,30.8,30.69,31.96169906,53.46083848,6.56944586,93.10022366,mango
30.76,22.1,33.81,26.71258,42.90606274,6.00946108,105.79904938,mango
17.11,30.8,26.37,34.33320175,42.59801094,5.90346224,99.29161933,mango
21.05,28.01,29.4,23.2755592,42.66260843,6.29871338,105.42288684,mango
26.79,28.31,38.44,30.58236534,55.15422648,5.56582738,86.73705133,mango
24.52,20.77,37.62,36.52751743,49.96788206,6.48929499,86.9612508,mango
18.76,29.19,27.23,33.11179158,54.4661414,6.12524521,87.3062183,mango
12.38,30.08,28.23,26.14949893,43.97703278,5.65731091,117.85523756,mango
21.91,23.6,24.6,28.0214358,44.90044321,5.88011415,111.68705462,mango
33.53,36.83,27.59,33.81984005,50.49287629,6.67048055,102.7213359,mango
17.52,32.82,26.04,29.1145455,48.43434934,5.66612362,63.76992117,mango
25.07,41.35,23.8,35.05889622,41.51248767,5.75886333,82.54798473,mango
20.94,30.62,23.54,30.50889756,53.68518671,5.33586012,113.59259446,mango
26.42,25.63,37.09,25.16912901,46.92678707,6.06771356,109.19490084,mango
25.51,32.9,30.2,33.06553946,50.15002935,5.0659666,108.56178858,mango
22.85,27.37,27.11,36.8410276,45.3416477,5.83608923,84.47135252,mango
19.73,33.68,32.05,30.0768254,54.06719136,6.26577639,93.99507474,mango
17.85,24.37,20.53,35.6528405,46.45628029,5.22044464,82.25409635,mango
14.31,33.55,29.57,28.06983442,45.97103895,5.2996714,111.86818233,mango
12.86,28.41,32.45,32.10456981,51.13100677,5.73041963,59.76891809,mango
19.92,25.52,23.4,35.34174419,56.28693461,5.61335114,100.36134345,mango
20.02,18.55,27.85,33.61188481,49.4458877,5.30123702,111.96694185,mango
21.75,22.2,27.15,29.73268309,45.08076405,6.18003093,86.86894131,mango
20.68,36.92,26.65,27.69071482,50.00579895,5.57437492,89.98634841,mango
15.44,20.25,28.03,27.12079151,44.49211398,7.21995063,131.34546594,mango
31.88,26.46,24.51,32.6640651,44.8550617,5.66184083,81.01592446,mango
24.47,27.47,31.62,29.17891465,49.00839281,4.89355878,93.48872945,mango
18.44,30.08,27.65,28.01743376,50.39107557,6.53016538,92.8445705,mango
28.91,15.49,25.67,30.19241246,43.335412,4.43091818,95.72387693,mango
15.03,23.98,29.29,30.3465957,46.89107107,6.10970715,83.2144887,mango
25.68,34.12,22.09,28.37496179,54.61399323,5.16333903,86.34842251,mango
20.79,33.01,35.87,30.57163607,52.70418632,5.96518431,119.42075143,mango
19.94,27.33,29.01,27.11651743,43.49636266,4.45499289,117.05506161,mango
29.81,19.39,34.24,32.2050126,48.99230516,6.11050699,93.47410074,mango
33.26,32.54,26.06,27.74248512,56.89512151,5.66724224,91.75127087,mango
20.75,28.33,35.78,28.16638568,38.49959922,5.52181946,83.0784514,mango
16.82,19.68,25.29,26.63322749,54.78972056,5.2559952,91.55577692,mango
27.19,26.3,31.87,34.01913607,52.87588442,5.50842744,79.37107059,mango
26.45,28.94,26.41,29.94266535,49.74074411,4.91112297,102.24118725,mango
25.22,24.72,25.8,29.7628873,49.00715054,6.80848079,107.75470551,mango
20.9,24.93,30.38,30.44698108,44.18077412,5.58610565,101.61681618,mango
14.65,21.42,29.21,29.80306591,41.39366974,6.39462613,112.63579893,mango
30.43,25.72,32.85,34.67735003,52.71032103,6.37538646,97.39886321,mango
17.57,30.34,32.46,33.04210816,55.45431853,5.8794369,91.78200493,mango
25.89,27.25,25.9,33.84421162,39.33017291,6.36021461,107.6842242,mango
20.0,33.71,27.99,31.90075957,42.81926527,5.18293658,101.67517029,mango
17.94,22.28,34.64,30.754785,46.66680816,5.71840392,117.56605241,mango
25.39,28.26,33.22,29.25700419,58.99654251,6.45469995,89.61660632,mango
21.0,32.61,34.82,34.02450541,53.42505083,5.97278281,71.09838301,mango
27.32,26.31,31.22,30.91708607,55.26118163,5.58836363,77.53179791,mango
27.34,31.48,37.72,30.8648771,51.70158978,6.25140531,79.70970657,mango
12.26,23.88,26.8,36.34457509,62.84359456,5.69525151,96.39216579,mango
18.4,26.78,31.71,32.02162269,48.23754886,5.74472501,85.93446525,mango
16.34,26.0,33.46,32.45783358,47.37502954,6.28561461,95.90400959,mango
24.78,27.05,39.01,35.19203937,53.63154155,6.52090075,85.31518026,mango
28.7,21.88,30.4,29.15974274,40.46770198,5.15175616,88.47217773,mango
22.44,26.15,34.69,30.01698878,45.37108151,6.47953565,113.1041011,mango
18.77,19.94,24.55,29.44919355,50.37843333,6.39920349,96.07398761,mango
24.45,137.31,188.2,28.50091779,88.07967457,6.26213893,85.47908571,grapes
21.75,133.08,213.7,23.31772365,79.54922233,6.89159382,68.4551717,grapes
18.98,132.89,178.57,28.18101365,87.39186659,5.37805685,63.2862182,grapes
32.29,142.66,196.69,23.33225906,83.60530623,6.71026773,77.74853367,grapes
25.83,130.96,215.43,26.32866585,77.60613266,5.80553301,88.0220171,grapes
13.92,122.41,205.48,23.44969158,77.46109681,4.24826463,66.68569384,grapes
28.9,122.99,188.53,27.09832927,87.61031329,5.56040795,66.52261427,grapes
15.41,132.98,192.52,23.32082277,72.20393939,6.45828159,51.54470739,grapes
16.25,130.59,179.81,17.54017681,78.22409576,5.08050639,62.93665394,grapes
22.47,150.03,208.7,14.1625825,81.1520671,5.56827305,74.55632527,grapes
21.29,136.5,206.5,22.44072111,75.38340738,5.79251323,76.22359614,grapes
25.84,131.13,206.67,23.60999982,76.82613519,6.08655914,78.34984092,grapes
29.55,127.14,201.23,23.04495523,76.60137455,6.15951624,60.64827402,grapes
23.35,126.32,194.08,23.75300018,82.32304613,6.24753083,65.9147669,grapes
21.59,136.66,195.8,24.08409118,79.69837077,5.97404627,78.23408859,grapes
27.06,141.17,212.13,24.60040053,85.96728652,5.8388595,80.07254606,grapes
26.78,149.64,208.34,26.71239451,83.26545043,5.74850764,63.52822461,grapes
27.24,120.19,215.64,24.82517664,84.45866989,6.48495002,72.5069362,grapes
22.59,111.51,203.56,26.25262744,76.13230346,6.09596057,68.9637377,grapes
28.2,115.95,194.44,23.21177145,78.54301648,6.09330906,49.42000537,grapes
11.66,132.74,205.48,20.68997022,83.47469823,6.15197647,75.76353446,grapes
23.39,115.92,200.0,24.51020884,88.0027544,5.25098861,92.91770607,grapes
22.58,122.36,197.17,28.47324369,82.20654679,5.62360274,76.88057201,grapes
27.89,133.06,217.06,32.44703968,72.31699368,6.01540669,88.53491347,grapes
25.49,147.84,205.72,18.21901579,79.47107556,5.99536396,83.36085493,grapes
22.69,128.21,194.6,24.75408295,82.82659345,7.14822512,68.61295709,grapes
16.81,139.18,202.72,24.69959096,79.14231838,6.23529539,65.14424699,grapes
20.3,127.11,209.79,18.26308035,81.64399614,5.86751345,77.46422337,grapes
22.11,142.13,192.36,25.72900321,83.10461879,6.0425317,85.64731256,grapes
25.66,135.67,210.98,25.54705773,80.99738192,6.48450592,92.33092411,grapes
20.21,139.44,201.36,24.37940247,74.4568801,5.6820125,61.96847309,grapes
30.17,121.81,213.29,20.20756543,81.30461873,5.79862358,64.43835345,grapes
15.21,146.91,211.24,28.81754547,85.86736117,6.45599141,82.41285376,grapes
19.18,138.71,214.54,25.408402,81.28795488,5.56127211,67.35607642,grapes
20.67,103.13,204.74,30.1008911,84.51145397,6.08866804,62.75118336,grapes
21.81,147.04,186.32,33.06133394,75.99181725,6.43082533,63.30880759,grapes
20.76,111.47,209.49,25.72037222,86.30195473,5.75243366,83.39414797,grapes
23.93,131.27,195.04,28.96017514,83.45612334,6.21178611,55.20932067,grapes
22.71,122.95,191.94,16.58710807,84.36791351,5.94649687,70.04502568,grapes
18.08,134.86,190.05,23.65647833,84.52814243,6.1877841,75.91825906,grapes
19.62,113.58,202.79,19.7329504,80.71947453,5.41120778,67.67650103,grapes
26.33,129.71,187.76,24.58135307,83.07515749,6.01044441,72.81627621,grapes
29.19,149.64,207.13,22.5980412,83.44830339,5.30616015,70.11606105,grapes
32.31,132.48,199.89,20.86548319,86.46223664,5.85814696,73.05521553,grapes
21.26,120.87,198.21,19.96479,79.2904405,5.71445344,87.21976623,grapes
26.24,136.15,193.71,26.43534584,81.45928905,6.61097861,67.79644031,grapes
31.6,130.69,200.9,22.13702579,81.89570948,5.50964495,58.52223665,grapes
14.69,124.59,190.55,25.15169265,79.42112521,5.92223413,83.11010908,grapes
25.97,117.37,204.06,26.40870811,81.43052967,5.52579287,73.62370135,grapes
21.72,135.67,205.81,25.67898312,80.03046193,5.19291434,70.96277789,grapes
22.38,131.35,203.25,26.13710042,77.69248704,6.42202268,73.50477026,grapes
23.82,133.65,221.89,25.80670221,81.659886,5.2059479,67.30243795,grapes
25.42,120.29,198.53,24.56818784,85.14273054,5.2473616,68.15921574,grapes
21.82,133.04,204.18,27.51047282,86.38944564,7.29763748,72.20617648,grapes
25.29,131.75,199.21,20.37806556,81.28958324,5.6757484,57.2326382,grapes
23.79,127.39,202.05,22.86117584,84.01842794,6.72058605,75.27827163,grapes
21.22,129.32,202.11,22.33941094,80.61395243,6.57291683,72.85974901,grapes
20.63,134.88,198.84,21.97385391,82.99836025,5.79956801,64.0723009,grapes
26.57,126.21,213.89,19.05183969,83.85504433,6.19781468,73.56673935,grapes
24.48,142.04,197.42,22.49984766,80.66572032,6.99553491,59.58875199,grapes
28.4,124.69,205.37,28.42480648,77.11000854,5.55817739,78.70338287,grapes
29.01,127.13,217.49,22.91401218,83.52706931,6.63654662,62.6036123,grapes
31.32,125.53,199.04,22.45246634,91.30199807,6.01591855,78.68568761,grapes
28.87,128.75,209.0,22.74298088,75.09427502,5.81504818,70.50436864,grapes
11.82,121.1,199.23,25.71393731,84.5331109,5.98959452,63.42010266,grapes
25.9,119.35,207.08,17.90868573,85.65714269,5.54932679,85.58196116,grapes
20.87,126.81,189.77,26.29394064,77.17811475,5.87015259,74.27422103,grapes
18.56,123.86,194.9,18.57032921,79.10867391,5.99159631,54.4167004,grapes
23.04,133.75,201.86,23.97151166,72.6115386,5.54916537,73.08101724,grapes
22.16,121.64,215.77,28.95242163,76.50712899,5.92267947,75.36081749,grapes
31.08,111.72,206.37,22.44960462,82.6370805,5.85032814,86.57566171,grapes
32.74,130.22,190.67,34.21209202,83.70614744,5.46187604,81.22053041,grapes
21.98,129.66,210.56,17.10276195,85.74533437,6.08987394,73.521669,grapes
23.95,116.37,192.28,25.49587897,84.0512268,5.96640195,53.40787102,grapes
21.66,125.0,192.29,25.91497031,83.20858111,5.2441535,68.66693033,grapes
25.83,134.88,198.26,24.03368437,77.26806802,6.94327215,71.29019479,grapes
18.64,114.52,182.27,21.4888831,86.12603781,5.71286483,67.3478426,grapes
17.92,147.86,222.41,13.05403303,80.51219186,6.24376523,74.88348141,grapes
20.42,128.22,206.7,30.05572393,74.84656862,5.65054794,74.56564284,grapes
17.86,127.46,213.22,25.12009966,79.87655938,6.23720734,56.37829945,grapes
23.82,137.5,212.0,26.55416141,82.54426066,5.90203858,67.48980457,grapes
29.12,145.36,205.38,24.14091396,78.5629372,5.32412755,65.44853924,grapes
26.88,134.6,212.76,23.24614749,75.49007321,5.65548965,78.33609067,grapes
24.23,134.22,199.55,21.97615202,84.55403828,5.7359414,73.93229343,grapes
23.09,116.92,215.37,22.98102077,85.3489391,6.2937373,69.75225282,grapes
20.7,135.02,194.66,20.64913701,79.95597419,5.16296432,59.90575759,grapes
22.29,138.55,179.75,25.9120534,87.30552336,6.44036763,83.57106509,grapes
16.97,123.31,185.89,29.46145964,90.73233637,5.19657964,68.3484799,grapes
16.3,114.21,190.47,29.89109246,79.99364666,6.40061584,76.55789781,grapes
18.82,146.34,189.06,21.91668485,83.77628173,5.8481818,67.47563246,grapes
27.05,144.5,181.93,24.11252118,87.05148909,6.78940577,44.79556464,grapes
19.15,133.84,195.81,26.8815085,83.93490941,6.27162964,67.61075057,grapes
22.11,142.33,205.32,25.33661395,82.42459425,5.61744481,62.41738863,grapes
23.64,143.36,189.86,25.30733516,83.58936937,5.87092601,68.81024696,grapes
26.2,125.16,213.9,17.01527987,84.63513989,6.3463114,83.83287974,grapes
12.8,122.38,210.79,20.87841906,81.88339413,6.53739832,59.32424582,grapes
17.78,123.12,199.58,21.0071745,82.21862815,5.94307477,74.99931921,grapes
19.7,138.51,208.46,27.55577566,83.75523717,5.78464483,71.04038389,grapes
15.99,136.05,209.05,21.37377225,87.56840623,6.41651373,89.64195057,grapes
17.39,133.76,193.37,22.34103558,85.07595833,6.57696299,69.74171692,grapes
96.64,12.57,49.75,26.04995792,86.88699412,6.78046319,44.40903384,watermelon
93.22,24.65,51.33,22.07130923,89.81234105,6.29491669,58.10739708,watermelon
96.71,18.28,58.34,21.85733618,84.03687295,6.28243542,47.25037167,watermelon
96.85,22.62,52.15,24.55598318,89.51819682,6.75265853,41.17586489,watermelon
96.25,14.61,51.07,24.72953458,87.23718837,6.34095855,50.11964808,watermelon
94.01,14.96,54.23,22.48010621,85.70289255,6.74660588,63.07778328,watermelon
90.61,24.08,49.46,25.68129741,85.83457688,6.1041722,63.10979113,watermelon
106.97,14.71,47.04,30.21245935,84.39306262,6.47794694,33.67926112,watermelon
97.68,20.61,47.27,25.79018903,85.96947067,6.38905715,60.03181473,watermelon
98.08,17.57,49.94,21.9001337,86.73355825,6.73067641,57.75882818,watermelon
104.45,17.57,52.72,30.95269045,81.69380864,6.68128329,54.89873124,watermelon
108.42,10.87,60.07,28.08174246,84.30516196,7.04780294,51.65330535,watermelon
121.2,19.08,39.94,25.44729264,83.64097757,6.08776254,40.11136786,watermelon
102.81,14.25,55.01,22.13187639,84.25926099,6.64118915,54.06478226,watermelon
94.38,19.36,44.82,24.09502714,80.73771847,6.89244797,45.96043136,watermelon
90.06,16.56,56.81,29.01610554,82.31833972,7.0430241,49.47250665,watermelon
111.51,22.4,46.17,24.12634069,79.99347797,6.5113109,54.11241776,watermelon
97.98,11.81,52.27,27.12027442,85.50547295,6.3128943,53.39610939,watermelon
90.6,19.38,51.89,27.62176531,90.5756497,7.05365894,58.85154453,watermelon
94.69,21.34,42.95,25.48626982,84.62987642,6.34928582,55.04634371,watermelon
95.69,28.06,49.13,29.30322298,85.86889406,6.20189122,51.13868619,watermelon
121.44,17.24,50.45,26.60511957,87.38643206,6.72611401,33.0828632,watermelon
92.69,15.35,65.2,23.90488729,85.41472126,7.3072944,55.06971098,watermelon
113.46,22.26,42.08,24.57262871,84.25951145,5.95891565,29.20898478,watermelon
109.99,27.61,44.67,25.26759406,89.37076012,6.81578674,35.87597294,watermelon
99.62,20.06,40.6,24.41808316,83.32914213,5.80885444,42.04662933,watermelon
101.27,20.12,43.5,26.57894669,84.40633218,6.46058107,44.0709423,watermelon
78.29,22.32,52.33,25.44910162,83.4149984,6.09389919,54.05238301,watermelon
95.35,20.88,53.36,24.49548133,82.80499559,6.45033132,53.2938063,watermelon
82.75,18.94,42.72,24.76954986,91.92773019,6.20210421,39.76116273,watermelon
95.9,16.88,43.49,26.18383696,86.91168882,6.65232205,53.48012511,watermelon
97.29,13.27,50.17,26.54908811,82.46136969,6.436884,50.11860772,watermelon
122.64,23.64,56.76,26.90692581,83.15682886,6.68372888,65.24769667,watermelon
90.09,18.3,50.65,26.62166348,88.4996779,6.44055957,48.42984264,watermelon
131.49,15.6,43.14,25.77849466,83.31282963,6.44927396,48.80822208,watermelon
77.18,18.43,51.15,27.8698095,85.51818028,6.84689676,66.41901505,watermelon
105.25,20.31,48.35,26.74504865,84.00855147,5.79563567,48.73567525,watermelon
111.39,22.43,48.66,23.91670074,84.20355704,6.48940088,38.30246584,watermelon
89.93,17.6,51.08,26.65450448,82.58497035,5.92151512,48.06146231,watermelon
109.8,10.62,45.72,24.15820378,89.93918861,6.83249941,46.68630241,watermelon
107.78,14.48,49.83,21.82123501,82.06178712,6.2137925,38.31453959,watermelon
105.56,13.03,55.04,26.61271157,85.71315226,6.85098234,52.51958737,watermelon
92.88,15.84,53.34,22.9489906,87.72904158,6.43926014,56.18704809,watermelon
101.18,14.1,57.94,25.01342418,85.90815598,6.34030762,41.95658809,watermelon
100.94,15.49,49.69,25.76904445,83.40354824,6.79534406,56.00171439,watermelon
79.46,13.43,48.14,23.53577769,82.8079726,6.69327046,54.86370224,watermelon
83.85,11.5,51.26,24.89195959,87.45255927,6.30392759,50.34066255,watermelon
91.26,16.59,53.0,26.26442861,81.66632942,6.81315659,49.36036171,watermelon
104.36,20.15,47.72,27.24020226,82.82032476,6.38648989,37.80138142,watermelon
84.54,28.98,49.17,24.67733564,90.62578852,5.97726223,62.19544544,watermelon
102.46,17.3,48.84,24.90103778,89.46681905,6.80405655,48.65953425,watermelon
92.1,18.12,44.94,23.87429861,84.09688408,6.2717122,43.51560957,watermelon
96.37,12.8,57.59,21.24535637,87.09861722,6.70060892,48.20151079,watermelon
98.35,18.69,50.21,26.89454641,86.62544005,6.37737636,40.11463959,watermelon
103.13,20.86,53.92,24.39443507,92.42682024,5.98068307,68.42479149,watermelon
91.9,17.47,58.75,29.2212612,89.66541423,6.73889338,54.06006695,watermelon
86.11,12.05,49.62,26.71269915,87.16095874,6.75386508,63.95593437,watermelon
114.18,18.2,39.54,27.51799169,84.34006836,6.35520604,51.67690913,watermelon
87.06,16.87,42.76,20.8556635,82.87777669,6.93728594,51.18397827,watermelon
107.74,17.4,51.99,21.70938631,82.8099202,6.23657683,36.26298057,watermelon
101.1,19.94,51.74,25.37555357,87.08652498,6.51725012,52.692483,watermelon
94.14,20.71,52.09,23.43611982,83.02102975,6.81949919,36.8695625,watermelon
95.83,23.09,53.36,27.45190001,86.8086453,6.3916909,32.2054507,watermelon
120.53,22.05,45.57,25.74199719,83.09847651,6.46873137,55.89796093,watermelon
92.9,27.45,48.32,24.59339405,88.53330215,6.15194164,51.25582929,watermelon
121.15,18.46,51.11,24.34551777,82.19842216,6.43293459,72.76540612,watermelon
109.18,20.68,53.45,27.41650826,84.00966662,6.49506349,49.358188,watermelon
104.49,13.17,43.48,24.02466077,86.17015506,6.1701432,57.70776467,watermelon
88.53,16.92,43.09,26.72594077,80.40388098,5.89701928,50.62778778,watermelon
103.24,21.84,50.87,26.3451901,85.55665228,6.56150647,63.76334385,watermelon
97.87,13.13,56.54,27.43446207,86.7236323,6.33717485,54.82232747,watermelon
